#	marketplace	コイン名	grade	year	country	material	BL(円)	BL(USD)	想定利益(円)	ROI%	Yahoo参照価格	参照日	証跡状況	marketing_status	比較タイプ	URL
1	Spink	People's Republic of China, [NGC MS70] gold 200 yu	MS70	2003	UNKNOWN	gold	1040681	6938.0	632181	60.0	23501	2026-01-21	スラブ未確認	MARKETING_REVIEW	TYPE_ONLY	https://www.numisbids.com/sale/10494/lot/1463
2	Noble Numismatics	Elizabeth II, Perth Mint, twenty five dollars, com		2012	GB	gold	342726	2285.0	196276	57.0	32000	2026-02-01	スラブ未確認	MARKETING_REVIEW	TYPE_ONLY	https://www.numisbids.com/sale/10505/lot/463
3	Spink	People's Republic of China, [NGC PF69UC] gold proo		2000	UNKNOWN	gold	90600	604.0	44575	57.0	136000	2026-03-16	スラブ未確認	MARKETING_REVIEW	TYPE_ONLY	https://www.numisbids.com/sale/10494/lot/1455
4	Spink	People's Republic of China, [NGC PF 69UC] platinum		2002	UNKNOWN	platinum	36590	244.0	25160	52.0	39800	2026-03-16	スラブ未確認	MARKETING_REVIEW	TYPE_ONLY	https://www.numisbids.com/sale/10494/lot/1457
5	Noble Numismatics	Charles III, proof .916 fine gold sovereign 2023. 		2023	GB	gold	208350	1389.0	72350	34.0	32000	2026-02-01	スラブ未確認	MARKETING_REVIEW	TYPE_ONLY	https://www.numisbids.com/sale/10505/lot/1357
6	Noble Numismatics	Elizabeth II, proof .916 fine gold sovereign, 2022		2022	GB	gold	208350	1389.0	72350	34.0	32000	2026-02-01	スラブ未確認	MARKETING_REVIEW	TYPE_ONLY	https://www.numisbids.com/sale/10505/lot/1356
7	Noble	Bermuda, Elizabeth II, proof piedfort 250 dollars 		1981	GB	gold	393909	2626.1	76950	17.6	505000		TYPE_ONLY参照	MARKETING_REVIEW	TYPE_ONLY	https://www.numisbids.com/sale/10505/lot/1881
8	Spink	People's Republic of China, a pair of gold proof 1		2014	UNKNOWN	gold	200920	1339.5	39487	17.6	29800	2026-02-22	スラブ未確認	MARKETING_REVIEW	GRADE_DELTA	https://www.numisbids.com/sale/10494/lot/1476
9	Spink	People's Republic of China, a set of 4x silver pro		2014	UNKNOWN	gold	200920	1339.5	39487	17.6	29800	2026-02-22	スラブ未確認	MARKETING_REVIEW	GRADE_DELTA	https://www.numisbids.com/sale/10494/lot/1478
10	Spink	People's Republic of China, a pair of gold proof 1		2012	UNKNOWN	gold	200920	1339.5	39487	17.6	29800	2026-02-22	スラブ未確認	MARKETING_REVIEW	TYPE_ONLY	https://www.numisbids.com/sale/10494/lot/1472
11	Noble	Austria, Franz Joseph, proof four ducats, 1915 res		1915	AT	gold	169277	1128.5	33345	17.6	131000		TYPE_ONLY参照	MARKETING_REVIEW	TYPE_ONLY	https://www.numisbids.com/sale/10505/lot/1868
12	Noble	Austria, Franz Jospeh, four ducats, 1915 restrike 		1915	AT	gold	156063	1040.4	30780	17.6	131000		TYPE_ONLY参照	MARKETING_REVIEW	TYPE_ONLY	https://www.numisbids.com/sale/10505/lot/1869
13	Noble	Austria, Franz Joseph, 100 corona 1915 restrike (K		1915	AT	gold	426943	2846.3	83362	17.6	131000		TYPE_ONLY参照	MARKETING_REVIEW	TYPE_ONLY	https://www.numisbids.com/sale/10505/lot/1871
14	Noble	Austria, Franz Joseph, 100 corona, 1915 restrike (		1915	AT	gold	426943	2846.3	83362	17.6	131000		TYPE_ONLY参照	MARKETING_REVIEW	TYPE_ONLY	https://www.numisbids.com/sale/10505/lot/1872
15	Noble	Austria, Republic, 100 schilling 1927 (KM.2842). N		1927	AT	gold	261772	1745.2	51300	17.6	131000		TYPE_ONLY参照	MARKETING_REVIEW	TYPE_ONLY	https://www.numisbids.com/sale/10505/lot/1873
16	Noble	Austria, Republic, 100 schilling, 1929 (KM.2842). 		1929	AT	gold	261772	1745.2	51300	17.6	131000		TYPE_ONLY参照	MARKETING_REVIEW	TYPE_ONLY	https://www.numisbids.com/sale/10505/lot/1874
17	Noble	Austria, Republic, 100 schilling, 1931 (KM.2842). 		1931	AT	gold	261772	1745.2	51300	17.6	131000		TYPE_ONLY参照	MARKETING_REVIEW	TYPE_ONLY	https://www.numisbids.com/sale/10505/lot/1875
18	Noble	Bermuda, Elizabeth II, proof piedfort 250 dollars,		1981	GB	gold	393909	2626.1	76950	17.6	505000		TYPE_ONLY参照	MARKETING_REVIEW	TYPE_ONLY	https://www.numisbids.com/sale/10505/lot/1882
19	Noble	France, Republic, twenty francs, 1906, 1907, 1908 		1906	FR	gold	327840	2185.6	64125	17.6	250000		TYPE_ONLY参照	MARKETING_REVIEW	TYPE_ONLY	https://www.numisbids.com/sale/10505/lot/1904
20	Noble	Rhodesia, Elizabeth II, proof three coin set 1966,		1966	ZW	gold	592113	3947.4	115425	17.6	505000		TYPE_ONLY参照	MARKETING_REVIEW	TYPE_ONLY	https://www.numisbids.com/sale/10505/lot/1983
21	Noble	Mexico, Republic, fifty pesos 1947 restrike (KM 48		1947	MX	gold	526045	3507.0	102600	17.6	1450000		TYPE_ONLY参照	MARKETING_REVIEW	TYPE_ONLY	https://www.numisbids.com/sale/10505/lot/1971
22	Noble	South Africa, Republic, proof one and two rand set		1976	ZA	gold	526045	3507.0	102600	17.6	1450000		TYPE_ONLY参照	MARKETING_REVIEW	TYPE_ONLY	https://www.numisbids.com/sale/10505/lot/2010
23	Noble	Rhodesia, .750 (18 carat) fine gold medal, 1965, I		1965	ZW	gold	493011	3286.7	96187	17.6	505000		TYPE_ONLY参照	MARKETING_REVIEW	TYPE_ONLY	https://www.numisbids.com/sale/10505/lot/1984
24	Noble	Mexico, Republic, fifty pesos, 1946 (KM.481). Ligh		1946	MX	gold	459977	3066.5	89775	17.6	1450000		TYPE_ONLY参照	MARKETING_REVIEW	TYPE_ONLY	https://www.numisbids.com/sale/10505/lot/1970
25	Noble	Lesotho, Kingdom, proof piedfort 250 maloti, 1981,		1981	LS	gold	393909	2626.1	76950	17.6	505000		TYPE_ONLY参照	MARKETING_REVIEW	TYPE_ONLY	https://www.numisbids.com/sale/10505/lot/1965
26	Noble	Mauritius, Elizabeth II, proof piedfort 1000 dolla		1981	MU	gold	393909	2626.1	76950	17.6	505000		TYPE_ONLY参照	MARKETING_REVIEW	TYPE_ONLY	https://www.numisbids.com/sale/10505/lot/1968
27	Noble	South Africa, Republic, krugerrand, 1974 (KM.73). 		1974	ZA	gold	393909	2626.1	76950	17.6	1450000		TYPE_ONLY参照	MARKETING_REVIEW	TYPE_ONLY	https://www.numisbids.com/sale/10505/lot/2013
28	Noble	South Africa, Republic, krugerrand, 1981 (KM.73). 		1981	ZA	gold	393909	2626.1	76950	17.6	1450000		TYPE_ONLY参照	MARKETING_REVIEW	TYPE_ONLY	https://www.numisbids.com/sale/10505/lot/2014
29	Spink	People's Republic of China, a pair of gold proof 1		2012	UNKNOWN	gold	200920	1339.5	39487	17.6	29800	2026-02-22	スラブ未確認	MARKETING_REVIEW	TYPE_ONLY	https://www.numisbids.com/sale/10494/lot/1473
30	Spink	People's Republic of China, a pair of gold proof 1		2014	UNKNOWN	gold	200920	1339.5	39487	17.6	29800	2026-02-22	スラブ未確認	MARKETING_REVIEW	GRADE_DELTA	https://www.numisbids.com/sale/10494/lot/1477
